元ネタURL,使用日,テーマ
https://x.com/okinawa789/status/2097245925517471801,2026-09-09,"引用:「⭐️レア映像⭐️ 沖縄県のハネフクベという植物🪴 くす玉🎊みたいな果実が割れると、中からグライダーのようなタネが飛び出します😊」という植物の動画バズ(@okinawa789 沖縄県公式／27,787いいね[確認時27,843]／2026-09-08 08:49 UTC＝09-08 17:49 JST投稿・動画あり・引用なし・返信なし)。元投稿は「グライダーのようなタネ」という見た目の比喩までで、その形が実際の航空機設計に使われた史実には一切触れていない。→足した一次情報＝(1)ハネフクベ Alsomitra macrocarpa（ウリ科）の種子は薄い翼を持ち両翼あわせて12〜15cmに達し「世界最大の滑空型種子」とされる。放出後はゆっくりグライダーのように滑空し条件が良ければ数百メートル先まで飛ぶ。果実は球形で人の頭ほど。自生はタイ・フィリピン・マレーシア・インドネシア・パプアニューギニア・ビスマルク諸島で、沖縄では海洋博公園の熱帯ドリームセンター果樹温室内で開花・展示（ja.wikipedia ハネフクベ https://ja.wikipedia.org/wiki/ハネフクベ ）。(2)←今回の核心：エトリッヒ父子（Igo Etrich）がこの種子にヒントを得て「アルソミトラ型飛行機」を考案（ja.wikipedia アルソミトラ https://ja.wikipedia.org/wiki/アルソミトラ ）。(3)年号と数値：1904年1月にAhlbornからザノニア（=Alsomitra macrocarpa の旧属名）の種子を送ってもらい、1904年半ばに無人グライダーが1,640ft（約500m）滑空。Etrich-Wels は竹の骨組みにセルロースドープ布張りの無尾翼機で、有人化前に数百回の無人飛行（HistoryNet「Inspired by a Seed, an Austrian Designer Developed a Family of Airplanes—And the First Warplanes」 https://www.historynet.com/etrich-taube-wwi-planes/ ）。(4)1909年にIgo Etrichが設計、1910年4月10日にテスト開始して同年初飛行したのがEtrich Taube（Etrich II）。「The Taube's unique wing form was modeled, not after any bird, but rather copied from the seeds of Alsomitra macrocarpa」「the first military aeroplane to be mass-produced in Germany」。14社が多数の派生型を製造（en.wikipedia Etrich Taube https://en.wikipedia.org/wiki/Etrich_Taube ）。1914年時点でドイツ航空隊の機体の半分がタウベ（HistoryNet 同上）。※未使用の種：果実は20〜30cmで種子は数百個（富山県教育委員会デジタル理科教材 https://www.digirika.tym.ed.jp/wp-content/uploads/010_arusomitora_hikoki.pdf ）／1911年11月1日にイタリアのGiulio Gavottiがタウベからリビアで世界初の空中爆弾を投下／Ahlbornが1897年に飛ぶ種子の論文を発表。※元投稿の「沖縄県の」は自生ではなく温室展示だが、訂正は「相手の否定」になるため一切触れず、種子→飛行機の史実を足すだけの形にした。公開ポスト https://x.com/gude_aiai/status/2097607828575813836"
"https://x.com/keiobus_info/status/2096855925303738368,2026-09-09,引用:【豆知識】iPhoneで電光掲示板を撮ると表示がブツブツ黒く欠ける、という撮影テクの投稿(@keiobus_info 京王バス公式/約11,120いいね/2026-09-07 20:11 JST投稿・画像3枚。「シャッタースピードを遅くすれば写る」という撮り方の紹介までで、なぜ肉眼では欠けて見えないのかという視覚側の限界値には一切触れていない)→題材だけ借りて「カメラに写る/写らない」から「実は目にも見える瞬間がある」へ視点を移した。足した一次情報:(1)←今回の核心 Roberts JE, Wilkins AJ「Flicker can be perceived during saccades at frequencies in excess of 1 kHz」Lighting Research & Technology 2013;45(1):124-132 DOI:10.1177/1477153512436367 (Essex大リポジトリ https://repository.essex.ac.uk/3842/ で抄録確認)。1ルクス未満の暗室で20〜40度のサッケード(急速眼球運動)中に点滅光を観察させると、時間変調が「phantom array」と呼ばれる空間パターンとして知覚され、11名の観察者平均1.98kHzまで点滅光と定常光を弁別できた。同論文は冒頭で「When driving at night, flickering automobile LED tail lights can appear as multiple images」と述べており、今回のフック「夜のテールランプが点線に割れる」はこの記述そのもの。また120Hzではフリッカーのコントラストが10%を超えるとサッケード中のパターンが知覚された。(2)従来の融合限界との対比: 静止注視下の臨界融合周波数(CFF)は通常48〜60Hzとされ、錐体視でも約60Hzで頭打ち(桿体視は約15Hz)。動画barsは「じっと見る60Hz vs 視線を振る1980Hz」の対比に使った。(3)独立した裏付け: Davis J, Hsieh YH, Lee HC「Humans perceive flicker artifacts at 500 Hz」Scientific Reports 2015;5:7861 DOI:10.1038/srep07861 — 高空間周波数のエッジを含む表示では従来のCFF(50〜90Hz)を大きく超える500Hz超のフリッカーを検出できる。※未使用の種: 120Hz/コントラスト10%の閾値/サッケード中の刺激が眼球運動制御に干渉する可能性という同論文の示唆/Davis論文の「空間エッジが必要」という条件/IEEE 1789-2015のLED変調リスク区分(二次情報経由のため不使用)/LED表示器のダイナミック点灯のデューティ比(機種依存で一次情報を確定できず不使用)。※元投稿の撮影テク自体は否定せず、視覚側の数字を足すだけの形にした。公開ポスト https://x.com/gude_aiai/status/2097656558209380602"
"https://x.com/ray3my/status/2097435073222267068,2026-09-10,「日本人の多くは知らない。ドイツ人が誕生日を『前』に祝わないことを」という在独者の体験談スレッド(@ray3my 3,992いいね/2026-09-08 21:21 UTC＝09-09 06:21 JST投稿・テキストのみ・画像なし・引用なし)。元投稿は同僚とのやりとりで「前祝いはしない」というタブーの存在を紹介するところまでで、では何時から祝ってよいのかという境界線・その語彙・法的な扱いには一切触れていない。→上位版の軸は「禁じられているのは前祝いではなく“日付が変わる前に祝うこと”で、境界は0時ちょうど」。足した一次情報:(1)←今回の核心の一つ Duden(ドイツ語正書法辞典)の見出し語「reinfeiern」 https://www.duden.de/rechtschreibung/reinfeiern ：品詞=schwaches Verb、語法=umgangssprachlich、語義は「hineinfeiern」、掲載例文は "dieses Jahr will ich mal in meinen Geburtstag reinfeiern"(今年は自分の誕生日に祝い込みたい)、Perfektbildung は "hat"、綴り分割 rein|fei|ern、頻度表示は「selten」。＝前夜から集まって0時をまたぐ祝い方に専用の動詞があり、辞書の例文がまさに誕生日である。(2)←動画の山場 ドイツ民法(BGB)§187 Abs.2 S.2 および §188 Abs.2 により、年齢計算では出生日を算入するため、人は「誕生日の0時」に一つ歳をとる＝出生時刻は関係しない。lexexakt Rechtslexikon「Vollendung des Lebensjahres」 https://www.lexexakt.de/index.php/glossar/vollendunglebensjahr.php は"Ein Lebensjahr ist am Beginn des jeweiligen Geburtstages vollendet"(§187 Abs.2 S.2 BGB)とし、18歳の効果は誕生日の0時00分に発生すると明記。独語版Wikipedia「Lebensalter」も "eine Person ab 0:00 Uhr an ihrem Geburtstag ein Jahr älter ist und nicht erst zu der eigentlichen Geburtsstunde" と記述し、2006年10月10日17時02分生まれの人は2024年10月10日0時から成年、という例を挙げる(通常の期間計算では初日不算入だが "Bei der Berechnung des Lebensalters wird der Tag der Geburt jedoch mitgerechnet")。＝慣習の線と法律の線が同じ0時で一致する、というのが今回の落ち。動画propは ba で「前日はだめ／0時からOK」を対比。※未使用の種: Dudenの頻度表示「selten」(口語では一般的なのに辞書上の頻度が低い理由を確定できないため不使用)/BGB§2(成年)/前祝いのタブーの由来を説明する記事は個人ブログ・語学系メディアどまりで一次情報を確定できなかったため、由来には一切踏み込まず「祝わない」という事実の紹介に留めた。※法律に触れる話題のため、ドイツの条文の内容を紹介するに留め、断定的な助言や日本法への当てはめは一切していない。公開ポスト https://x.com/gude_aiai/status/2097797123337011551"
https://x.com/momo_ollife/status/2097521122707488844,2026-09-10,引用:「なんでビジネス用語ってわざわざ横文字にするの？エビデンス・ローンチ・リスケより根拠・公開・日程変更の方が絶対伝わるの早くない？」というバズ(@momo_ollife・32541いいね・テキストのみ)→国立国語研究所「外来語」委員会(平成14年8月設置)が平成15年4月〜平成18年3月の4回に分け計176語の「外来語」言い換え提案を公表(総集編PDF https://www2.ninjal.ac.jp/gairaigo/Teian1_4/iikae_teian1_4.pdf )/対象は白書・新聞など公共性の高い媒体で実際に使われた分かりにくい外来語/選定基準は「意味が分かる」と答えた人の比率＝理解度で星4段階(★☆☆☆=25%未満 ★★☆☆=25%以上50%未満 ★★★☆=50%以上75%未満 ★★★★=75%以上)・国民全体と60歳以上を別掲/★☆☆☆は「最も分かりにくい外来語であり公的な場面でそのまま用いることは避けるべき語」と提案本文に明記・★★★★は既に定着として原則対象外/★☆☆☆の実例=インフラ(→社会基盤)・ログイン(→接続開始)・コンプライアンス(→法令遵守)・コンテンツ・ガバナンス・イノベーション・コンセンサス/自前パースでは★☆☆☆が99語以上(176見出し中174語を捕捉)＝半数超が理解度25%未満/元投稿の3語(エビデンス・ローンチ・リスケ)は176語に含まれず＝2006年時点では公共媒体に現れていなかった語/自投稿 https://x.com/gude_aiai/status/2097849933776748934 (09:49:35 JST公開・本文96字・引用カード添付実測済み・メディアなし)
"https://x.com/AriyoshiMd/status/2097393529115062772,2026-09-10,引用:「ニンニクを食べた後の息は胃から臭いが上がってくると思っていたが実は違うらしい。健康成人5人に生ニンニク6gを食べてもらって調べると、直後の臭い→主に口の中／数時間後の臭い→腸から吸収された成分が血液へ→その成分が肺まで運ばれ呼気として出てくる」(@AriyoshiMd 10,433いいね/2026-09-08 18:35 UTC＝09-09 03:35 JST投稿・画像あり・引用なし)。※元投稿は既に「腸→血液→肺→呼気」の経路まで書き切っているため、その経路の言い換えでは上位版にならないと判断。触れられていない「呼気の先＝皮膚からも出る」で差をつけた。→足した一次情報:(1)←今回の核心 Nakamura S. et al.「Measurement of diallyl disulfide and allyl methyl sulfide emanating from human skin surface and influence of ingestion of grilled garlic」Scientific Reports 2020;10:465 https://www.nature.com/articles/s41598-019-57258-1 ：男性3名(24/25/31歳)が焼きニンニク約45gを30分かけて摂取。皮膚表面からのDADS放出フラックスは摂取直後(t=0h)にピーク4.3-5.2 ng cm-2 h-1、AMSは30分後(t=0.5h)にピーク2.8-3.0 ng cm-2 h-1。両成分とも摂取8時間後もベースラインを上回ったまま検出され続けた。論文は両者のピークのずれについて「AMSは血流に入った後、皮膚組織に相対的に遅れて現れる(latent)」と述べる。←本文の「8時間たっても出ていた」「呼気より遅れて肌がピークに来る」と動画propのcount=8時間の出典。(2)Hansanugrum A, Barringer SA.「Effect of milk on the deodorization of malodorous breath after garlic ingestion」J Food Sci 2010;75(6):C549-58 PMID:20722910 DOI:10.1111/j.1750-3841.2010.01715.x ：SIFT-MSでDADS/AMDS/AM/AMS/MMを測定。無脂肪乳・全脂乳とも全揮発成分を有意に低減し、脱臭の主因は乳中の「水分」。全脂乳は脂肪分が多いぶん疎水性の高いDADS・AMDSにより有効。持続性のあるAMSについては牛乳が水や10%カゼインナトリウムより有効。さらに「ニンニクを食べた後に牛乳を飲む」より「食べる前に牛乳を混ぜておく」ほうが口腔内の揮発成分の脱臭効果が高い。※未使用の種:DADS/AMSの具体的なフラックス数値(ng cm-2 h-1)は本文の字数に入らず/牛乳の脱臭は今回の本文では一切使わず(1投稿1事実の原則で皮膚放出に絞った。次回以降のネタ候補として温存)/Mennella & Beauchamp の母乳中のニンニク成分の研究(PMID:8108198を検索で確認したが本文未使用)/被験者3名という少人数である点。※健康・医療に触れる話題のため、消臭法の推奨や健康影響への言及は一切せず、測定された事実の紹介のみに留めた。元投稿の記述(腸→血液→肺)は一切否定せず、その先を足す形にした。公開ポスト https://x.com/gude_aiai/status/2097899066893939115 (13:04:49 JST公開・本文115字・加重220カウント・動画11.0s/720x1280/h264+aac/0.69MB・ハッシュタグ3つ)"
https://x.com/HiroakiGoto1/status/2097776236026085682,2026-09-10,"引用:「チェコでお客さんに『日本の義務教育の教科書にはスメタナが載ってるんだよ』って言ったら『は？？なんで！？？』ってなってた。調べたら1950年代から載ってるらしいのでほぼ全国民が知っていることにww チェコ音楽、日本でメジャーすぎる」（@HiroakiGoto1 在チェコのヴァイオリン奏者／10,247いいね[確認時10,294]／2026-09-09 19:56 UTC＝09-10 04:56 JST投稿・約12.8時間前・動画あり[モルダウ演奏]・引用なし・返信なし）。元投稿は「日本の教科書に載っている」という受容側の話に終始し、作曲者スメタナ本人の状況には一切触れていない。→足した一次情報＝(1)←核心 スメタナ本人の記述「on October 20th I lost my hearing completely」（1874年）。Hesse E. 他「The deafness of Bedrich Smetana」GMS Z Audiol (Audiol Acoust). 2024;6:Doc02. doi:10.3205/zaud000037 https://www.egms.de/static/en/journals/zaud/2024-6/zaud000037.shtml 同論文は「Completely deaf, he completed the six-part cycle Má vlast, which also includes Vltava, in the following weeks」と明記＝完全失聴後の作曲。(2)失聴の経過: 1874年7月に異音・持続的な耳鳴りが始まり、10月初めに右耳、10月20日に左耳の聴力を喪失（en.wikipedia Má vlast https://en.wikipedia.org/wiki/M%C3%A1_vlast ）。(3)作曲期間: ヴルタヴァ（モルダウ）は1874年11月20日〜12月8日に作曲＝失聴のちょうど1か月後から19日間（en/ja Wikipedia「わが祖国」で一致確認 https://ja.wikipedia.org/wiki/わが祖国_(スメタナ) ）。第1曲ヴィシェフラドのみ1874年9月末〜11月18日で、失聴が目立つ前にほぼ完成していた唯一の曲。初演は1875年4月4日、アドルフ・チェフ指揮。※未使用の種: 全6曲の完成日（シャールカ1875-02-20／ボヘミアの森と草原から1875-10-18／ターボル1878-12-13／ブラニーク1879-03-09）／全曲初演は1882年／プラハの春音楽祭が命日5月12日に「わが祖国」全曲で開幕する慣例／日本の中学校音楽の歌唱共通教材7曲は日本の歌でモルダウは鑑賞側という論点（一次情報を確定できず不使用）。※元投稿の「1950年代から載ってる」「ほぼ全国民が知っている」は一切否定せず、その「全国民が知ってる」を受けて「本人だけが聴いていない」と反転させる形にした。※作曲家の失聴は音楽史上の伝記的事実の範囲に留め、健康・障害一般への言及や推論は一切していない。公開ポスト https://x.com/gude_aiai/status/2097970056537714866 （17:46:54 JST公開・本文97字・引用カード添付実測済み[quoted_tweet.id_str=2097776236026085682]・メディアなし・ハッシュタグなし）"
https://x.com/junkudo_net/status/2097839974146289956,2026-09-10,"「今日は9月10日、工藤の日です。創業者の父親の名前が『工藤 淳』その苗字と名前を入れ替えて『ジュンク堂』これがジュンク堂書店の名前の由来です」という社名由来の記念日ネタ（17,243いいね／2026-09-10 00:10 UTC＝09:10 JST投稿・テキストのみ）。元投稿は「父の名前を入れ替えた」という由来の一点のみで、その名前がいつから存在したのか・創業時の店名・1号店の誕生日には一切触れていない。→上位版の軸は「その名前は創業から13年間存在しなかった／名前の誕生日は9月10日ではなく12月24日」。足した一次情報＝(1)丸善ジュンク堂書店 コーポレートサイト「理念・沿革」 https://corp.maruzenjunkudo.co.jp/pages/philosophy-history ：「1963年（昭和38年）ジュンク堂　神戸元町にて大同書房として創業」「1976年（昭和51年）ジュンク堂　神戸三宮に本社移転　社名を『株式会社ジュンク堂書店』に改称」＝創業から改称まで13年、創業時の店名は大同書房。同ページは「2015年（平成27年）丸善書店・ジュンク堂書店合併により社名を『株式会社丸善ジュンク堂書店』に改称」も記載。(2)←今回の落ち 丸善ジュンク堂書店公式「50年のあゆみ｜ジュンク堂書店創業50周年」 https://www.maruzenjunkudo.co.jp/pages/j50th-history ：「ジュンク堂書店は1976年12月24日に誕生し、2026年に50周年を迎えます」＝1号店の誕生日はクリスマスイブ。同ページは1号店の所在を神戸・三宮センター街とし、店名を「創業者の父・工藤淳の『淳』と『工藤』を組み合わせた店名」と記述（元投稿の由来自体は公式にも一致するので否定せず）。※未使用の種：1996年 難波店に「座り読みコーナー」を設置し「立ち読み厳禁・座り読み歓迎」という言葉が生まれた（同50周年ページ。1投稿1事実の原則で今回は使わず、次回以降のネタ候補として温存）／2000年 三宮店を約1,000坪に増床／2001年 池袋本店 約2,001坪／1995年 阪神・淡路大震災からの復興開業／2009年 台北天母店で台湾進出／ja.wikipediaにある「色々な名を父親に提案したが全て駄目と言われ苦肉の策で『淳工藤』とひっくり返したら気に入られた」というエピソードは公式沿革に記載がなく一次情報を確定できないため不使用。※「工藤の日」が正式な記念日かどうかは一次情報で確認できなかったため、本文では記念日には一切触れず、社名の来歴の事実紹介のみに留めた。公開ポスト https://x.com/gude_aiai/status/2098019195912933793 （21:02:10 JST公開・本文103字・加重214カウント・動画13.1s/720x1280/h264+aac/0.92MB/ナレーションあり・ハッシュタグ3つ）"
https://x.com/luvsmell/status/2097992500824973360,2026-09-11,"引用:「百貨店でお菓子を買って『熨斗を御供でお願いします』とお願いしたら『こちら名前に""福""の付くお菓子ですがよろしいでしょうか』って教えて頂いて……身内の三回忌」というマナー体験談(@luvsmell/16,261いいね[確認時]/2026-09-10 10:16 UTC＝09-10 19:16 JST投稿・約11時間前・テキストのみ・画像なし・引用なし・返信数68)。元投稿は「弔事では""福""の付く菓子名を避ける」という店員の気遣いの話に終始し、掛ける紙そのもの＝熨斗の正体には一切触れていない。→上位版の軸は「そもそも弔事にはのしを付けない／あれはのし紙ではなく掛け紙」。足した一次情報:(1)←今回の核心 熨斗の正体は熨斗鮑。デジタル大辞泉「アワビの肉を薄くはぎ、長く伸ばして干したもの」「古くは儀式用の肴に用い、のち祝儀の贈り物に添える風習になった」/精選版日本国語大辞典「古くは食料に用い、後には儀式の肴(さかな)とし、また、進物などに添えて贈った」/世界大百科事典「肉を長い条状に小刀で薄くはぎ、水洗いして乾かし、生乾きのときにおもしをつけて引き伸ばしたまま乾して製品」(コトバンク https://kotobank.jp/word/%E7%86%A8%E6%96%97%E9%AE%91-596842 )。(2)のし紙と掛け紙の呼び分け＝三越伊勢丹グループ公式「のし紙とは、のし(のしあわびの意匠)と水引が印刷された贈答用のかけ紙」「かけ紙は広義で、水引のみが印刷された弔事用のものも含み」「慶事にはのし紙(のし付き)を、弔事やお見舞いではのしのない水引のみのかけ紙」 https://www.mistore.jp/gifts/knowledge/noshigami ＝元投稿の舞台が百貨店なので出典として最適。(3)←動画の落ち/本文の締め 本物は今も伊勢神宮に奉納。伊勢志摩観光ナビ「伊勢神宮御料鰒調製所」 https://www.iseshima-kanko.jp/spot/1576 ：三重県鳥羽市国崎町の神宮御料鰒調製所で古来の製法で調製された熨斗鮑が「6月と12月の月次祭(つきなみさい)、10月の神嘗祭(かんなめさい)で奉納される」＝年3回。調製は毎年6〜8月、一回に使う鮑は約200kg。起源は第11代垂仁天皇の第4皇女・倭姫命が国崎を訪れた際に海女「お弁」からアワビを献上されたことによると伝わる。毎年7月第2日曜に熨斗鮑祭り。※未使用の種:一回約200kg・調製期間6〜8月(本文の字数に入らず温存)/倭姫命とお弁の伝説/平城宮跡出土木簡に安房国から長さ4尺5寸(約1.5m)のアワビ献上の記録・『吾妻鏡』建久3年に源頼朝へ熨斗鮑が年貢として届いた記録(いずれもWikipedia経由で一次情報を確定できず不使用)/魚介類を贈る場合はのしを付けないという作法(二次情報どまりで不使用)/水引の結び方の慶弔差。※弔事に熨斗を用いない理由を「仏教で生臭物を避けるため」とする説明は一次情報を確定できなかったため、本文では理由に踏み込まず「祝い事の印だから外す」という事実の紹介に留めた。※元投稿の""福""の話は一切否定・言及せず、掛ける紙の側を足すだけの形にした。動画propはbaで「のし付き→水引だけ」を対比。公開ポスト https://x.com/gude_aiai/status/2098158732471382304 (06:16:38 JST公開・本文101字・加重224カウント・動画11.4s/720x1280/h264+aac/0.67MB/ナレーションあり・ハッシュタグ3つ・uguu.se経由[litterboxが500])"
https://x.com/Rine_Yaguruma/status/2097877454543261881,2026-09-11,"引用:「関西弁の最大火力が『おもんないで』なの、よく考えたらおもしろいかおもしろくないかに重きを置きすぎている」という言語感覚のバズ(@Rine_Yaguruma 矢車りね／48,201いいね[公開時。確認時48,245]／2026-09-10 02:38 UTC＝09-10 11:38 JST投稿・約22時間前・テキストのみ・画像なし・引用なし)。元投稿は「関西弁では否定形のほうが強い／おもしろいか否かに重きを置きすぎ」という体感の指摘までで、""おもしろい""という語そのものの辞書上の扱いには一切触れていない。→上位版の軸は「その体感は辞書のほうが先に認めていて、打消し形にだけ立つ語義が別に存在する」。元投稿を否定せず、観察に辞書側の裏付けを重ねる形にした。足した一次情報:(1)←今回の核心 デジタル大辞泉「面白い」語義5「(多く、打消しの語を伴って用いる)思ったとおりである。好ましい。『結果が―・くない』」＝""おもしろくない""は""面白くない""ではなく""思わしくない/好ましくない""を指す独立した語義で、打消しの形でしか使われない。精選版日本国語大辞典も同趣旨の語義を④に立て、用例「けふの寒さをいかにせん。あらおもしろからずの雪の日やな」を挙げる(コトバンク https://kotobank.jp/word/%E9%9D%A2%E7%99%BD%E3%81%84-454803 ／goo辞書デジタル大辞泉 https://dictionary.goo.ne.jp/word/%E9%9D%A2%E7%99%BD%E3%81%84/ で二重に確認)。(2)←本文の締め 語源はデジタル大辞泉の割注「《もと、目の前が明るくなる感じをいった語》」＝「面(おも)」が「白(しろ)」く見える、目の前が明るくなる感覚を言った語。※未使用の種:デジタル大辞泉の全6語義(興味をそそられる/こっけいだ/心が晴れ晴れする/一風変わっている/打消し専用の""思わしくない""/風流で趣が深い)のうち今回使ったのは5と語源のみ。goo辞書の「面白い」と「おかしい」の使い分け解説(「からだの調子がおかしい」「ちゃんちゃらおかしい」の不調不審用法は""面白い""に置換不能)は次回以降のネタ候補として温存。「おもろい/おもんない」が上方語として「おもしろい」からどう変化したかの音韻過程、および国立国語研究所の方言分布データは一次情報を確定できなかったため本文では一切触れず、関西弁の側には踏み込まないで共通語の辞書の事実だけを足す形にした(相手の土俵で正誤を論じない配慮)。公開ポスト https://x.com/gude_aiai/status/2098211229873414193 (09:45:14 JST公開・本文77字・引用カード添付実測済み[quoted_tweet.id_str=2097877454543261881/user.screen_name=Rine_Yaguruma]・mediaDetails=None＝メディアなし・ハッシュタグなし)"
"https://x.com/NOMON_and_Co/status/2098026206608122126,2026-09-11,引用:「眠気の正体、1998年まで誰も知らなかったんだ。その鍵を見つけたのが筑波大の柳沢正史先生。脳の中の『オレキシン』という物質だよ。これが出ていると起きていられて、足りなくなると突然眠りに落ちる」という発見史の語り投稿(@NOMON_and_Co 24,484いいね[公開時]/2026-09-10 12:30 UTC＝09-10 21:30 JST投稿・約15時間前・テキストのみ・引用あり)。背景として同日2026-09-10にラスカー賞受賞のニュース(@livedoornews 5,378いいね)が流れておりネタとして鮮度が高い状態だった。元投稿は「オレキシンという名前の物質が覚醒を保つ」という機能の説明に終始し、その名前の意味・発見当初に何の物質として報告されたかには一切触れていない。→上位版の軸は「覚醒を保つ物質なのに、名前の意味は『食欲』」。元投稿を一切否定せず、その手前の発見史を足す形にした。足した一次情報:(1)←今回の核心 Lasker Foundation「Orexin - a brain peptide that maintains wakefulness」2026 Albert Lasker Basic Medical Research Award https://laskerfoundation.org/winners/orexin-a-brain-peptide-that-maintains-wakefulness/ ：受賞者は Emmanuel Mignot(Stanford)と柳沢正史(筑波大)。柳沢らはラット脳から単離したペプチドを"orexin after the Greek word orexis, which means appetite"＝ギリシャ語の orexis(食欲)から命名したと明記。同ページは覚醒の機能が判明したのは1999年で、オレキシン遺伝子を欠くマウスが突然脱力して倒れる現象の観察によるとし、"revealed orexin's critical role in maintaining wakefulness rather than appetite regulation alone"と記述。(2)発見論文そのもののタイトルが摂食である。Sakurai T, ... Yanagisawa M.「Orexins and orexin receptors: a family of hypothalamic neuropeptides and G protein-coupled receptors that regulate feeding behavior」Cell 1998;92(4):573-585, 1998年2月20日 (PMID:9491897 https://pubmed.ncbi.nlm.nih.gov/9491897/ )。抄録は視床下部が摂食とエネルギー恒常性の統合制御の中心であるとの一文で始まり、オレキシンAとBが"stimulate food consumption"と記述＝1998年時点では眠りではなく食欲の物質として報告されている。←動画cardsの「名前の意味=食欲 / 実際の役=眠り」の対比の根拠。(3)同じ物質に別名がもう一つある。de Lecea L, ... Sutcliffe JG.「The hypocretins: Hypothalamus-specific peptides with neuroexcitatory activity」PNAS 1998;95(1):322-327, 1998年1月6日 (PMC18213 https://pmc.ncbi.nlm.nih.gov/articles/PMC18213 )。命名の説明は"Our name, hypocretin, is intended to indicate a hypothalamic member of the incretin family."＝hypothalamus＋incretin の合成語。Cell(2月20日)よりPNAS(1月6日)のほうが約6週間早く、同一物質に「オレキシン」「ヒポクレチン」の2名称が今も併存する。※1投稿1事実の原則により、本文で使ったのは(1)(2)の「名前の意味は食欲／眠りと分かるのは翌年」のみ。(3)のヒポクレチン二重命名は本文・動画ともに未使用で、次回以降のネタ候補として温存。※未使用の種:Chemelli RM et al. Cell 1999(オレキシン欠損マウス)とLin L et al. Cell 1999(イヌのオレキシン受容体2遺伝子変異)の具体的な書誌／2000年9月にヒトでは細胞脱落が原因と判明した経緯／ラスカー賞の共同受賞者Mignotの功績。※健康・医療に触れる話題のため、ナルコレプシー等の疾患名・症状・治療・睡眠の助言には一切踏み込まず、「物質の名前の由来」と「発見史の年代」という科学史の事実紹介のみに留めた。元投稿の記述(オレキシンが覚醒を保つ)は一切否定していない。公開ポスト https://x.com/gude_aiai/status/2098256145609564587 (12:43:43 JST公開・本文104字・加重219カウント・動画11.5s/720x1280/h264+aac/0.70MB/ナレーションあり・ハッシュタグ3つ[#雑学 #豆知識 #睡眠]・litterbox経由)"
https://x.com/yanyan6649/status/2098252650269876280,2026-09-11,"引用:「フランス行ったときに乗ろうとした電車、出発ホームが変わったらしくチケットに記載のホームに行ってもダメで、どうすんべか…と思ったら行きずりのオッチャンが『チケット見せろ』見せたら『この電車は◯番ホームだ』て教えてくれて『メルシー』て言うたら……」という渡仏体験談のバズ(@yanyan6649／23,244いいね[公開時。確認時23,732]／2026-09-11 03:29 UTC＝09-11 12:29 JST投稿・約5.4時間前・テキストのみ・画像なし・引用なし・返信なし)。元投稿はホームが変わっていたという事実と、通りすがりの人に助けられたという人情の話までで、「なぜフランスの駅ではホームが直前に変わるのか」という運用側の理由には一切触れていない。→上位版の軸は「ホーム変更は手違いではなく、国鉄の規程がそう設計している」。元投稿を否定せず、体験の背景にある規程を足す形にした。足した一次情報:(1)←今回の核心 SNCF Gares & Connexions の社内規程「L'information collective dynamique des voyageurs en gare」(Edition du 01-12-2014, Version 02) annexe A11 の原文に「L'affichage de la voie est realise sur le TGD, le TC et le TJ le plus tot possible et au minimum 20 minutes avant l'heure de depart theorique des trains.」＝出発ホーム(voie)の表示は「できるだけ早く、かつ最低でも定刻の20分前までに」行うと明記。つまり規程上の下限が定刻20分前であり、20分前に出しても規程違反ではない。TGD=Tableau General Depart(総合発車案内板)/TC=Tableau de Correspondance(乗換案内板)/TJ=Tableau de Jalonnement(誘導案内板)。出典 https://www.garesetconnexions.sncf/sites/default/files/field_files/2016-07/annexe_a11_information_collective_dynamique.pdf (同一URLに2回別プロンプトで当たり、原文・文書名・版・略語定義が完全一致することを確認済み)。※日本の時刻表がホーム番号を事前に確定して載せるのと対照的で、そこが日本の読者に効く「へえ」の核。※未使用の種:同規程の他の掲示ルール(遅延時の表示・アナウンス義務)／SNCF Connect FAQ の「TGV・INTERCITES・TERは発車20分前、OUIGOは30分前に駅へ」「乗車は定刻2分前まで保証(OUIGOは5分前)」という別系統の20分/30分の数字(https://www.sncf-connect.com/en-en/help/boarding-train )は今回未使用。※検証の副作用:Composioサンドボックスから garesetconnexions.sncf に curl すると DataDome のbot判定でHTMLが返りPDFを取得できない(782バイトのJSチャレンジ)。WebFetch経由なら取得可。次回この系統のフランス公的サイトに当たるときはWebFetchを使うこと。公開ポスト https://x.com/gude_aiai/status/2098334376236810428 (17:54:35 JST公開・本文82字・引用カード添付実測済み[quoted_tweet.id_str=2098252650269876280/user.screen_name=yanyan6649]・mediaDetails=None＝メディアなし・ハッシュタグなし)"
